ID,Seed,t_apop,c_decay,c_dif,c_sec,t_circ,t_exp,igm,t_inc,v_inf,sigma,t_kill,speed,circ_age,foi_age,v_decay,v_dif,v_sec,Output 1,Output 2,Output 3,Output 4,Output 5,Output 6,Output 7,Output 8,Output 9,Output 10,Output 11,Output 12,Output 13,Output 14,Output 15,Output 16,Output 17,Output 18,Output 19,Output 20,Output 21,Output 22,Output 23,Output 24,Output 25,Output 26,Output 27,Output 28,Output 29,Output 30,Output 31,Output 32,Output 33,Output 34,Output 35,Output 36,Output 37,Output 38,Output 39,Output 40,Output 41,Output 42,Output 43,Output 44,Output 45,Output 46,Output 47,Output 48,Output 49,Output 50,Output 51,Output 52,Output 53,Output 54,Output 55,Output 56,Output 57,Output 58,Output 59,Output 60,Output 61,Output 62,Output 63,Output 64,Output 65,Output 66,Output 67,Output 68,Output 69,Output 70,Output 71,Output 72,Output 73,Output 74,Output 75,Output 76,Output 77,Output 78,Output 79,Output 80,Output 81,Output 82,Output 83,Output 84,Output 85,Output 86,Output 87,Output 88,Output 89,Output 90,Output 91,Output 92,Output 93,Output 94,Output 95,Output 96,Output 97
1,1,0.98885,0.0016953,0.70057,0.00017939,0.021939,851.54,80.321,0.1085,95.725,574.68,3.7644,1.0289,0.03779,71.886,4.1717,0.0012417,0.00023668,1,1,2,3,8,20,36,59,82,115,159,202,241,283,328,385,449,502,572,641,718,778,825,909,950,1004,1055,1150,1205,1259,1346,1443,1505,1582,1634,1687,1721,1786,1821,1692,1400,1112,823,483,129,60,54,40,22,13,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.41633,1.1493e-05,0.20779,0.00021746,0.097662,1021.1,15.073,0.062932,73.317,2033.8,1.2322,0.28743,130.2,420.5,3.217,0.74989,0.00046676,1,3,25,144,787,3028,7340,13339,20642,29585,40292,52241,64015,75620,87400,99746,1.1177e+05,1.2369e+05,1.3548e+05,1.4719e+05,1.5411e+05,1.5239e+05,1.4431e+05,1.3157e+05,1.1387e+05,91969,66394,44228,28478,17007,8791,3335,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1.7844,0.00011139,0.077388,0.00018099,0.3965,960.94,10.759,0.096822,153.33,1228.3,7.6805,2.1794,22.455,778.03,2.2123,0.099807,0.00027669,1,3,5,14,41,99,230,440,779,1262,1856,2561,3384,4231,5084,6009,6893,7750,8630,9497,10263,11035,11649,12353,13127,13826,14470,15141,16110,16902,17756,18554,19495,20501,21478,22531,23454,24412,25467,25605,23981,22150,20360,18450,16344,14157,14064,14320,14507,14666,12533,9409,6862,5450,4402,3662,3223,2903,2638,2464,2287,2196,2162,2083,2004,1978,1926,2042,2092,2135,2202,2228,2367,2506,2503,2625,2695,2814,2912,3029,3241,3441,3647,3791,3956,4196,4407,4694,4901,5055,5307,5612,5811,5939,6081,6398,6664
4,1,0.83627,0.00033352,7.1685,0.00020609,0.09526,911.54,22.189,0.1152,120.41,1525.1,45.14,0.019364,0.12836,206.51,0.46475,1.3399,0.00082469,1,6,76,654,4217,12897,25755,43012,65883,92096,1.1971e+05,1.462e+05,1.7287e+05,1.9265e+05,1.9603e+05,1.8578e+05,1.6538e+05,1.3467e+05,96221,58938,31923,14966,4660,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1.6536,0.0003573,0.076188,0.00012739,0.18414,815.06,16.426,0.089325,641.82,1527.3,4.9916,6.1043,0.23045,141.2,0.26182,0.033979,0.0012217,1,2,8,27,80,186,376,630,926,1287,1683,2066,2453,2877,3300,3715,4166,4597,4958,5402,5827,6172,6588,7088,7459,7903,8410,8831,9397,9843,10354,10701,11136,11543,11916,12461,12986,13438,13773,14111,14087,14035,13950,13836,13726,13938,14418,14698,15163,15413,14037,12559,11873,11563,11524,11774,12155,12358,12551,12749,13170,13573,13789,14123,14215,14566,14794,14974,14979,15172,15636,15904,16283,16746,17107,17517,17675,17979,18191,18137,18216,18401,18749,19196,19532,19552,19049,18033,16847,15416,14152,13075,12243,11436,10804,10292,9820
6,1,1.1971,0.0025518,0.17992,0.00033229,0.73413,1011.7,8.0774,0.072707,1027,1543.6,14.85,3.8999,28.426,87.43,0.16975,0.010201,0.00084759,1,1,4,11,20,42,79,131,185,253,352,458,583,691,790,932,1080,1193,1317,1414,1553,1670,1801,1921,2074,2201,2345,2470,2579,2707,2783,2871,3000,3143,3255,3342,3469,3610,3723,3800,3873,4033,4161,4268,4339,4414,4542,4645,4723,4744,4233,3478,2986,2542,2345,2050,1965,1886,1889,2040,2041,2038,2022,2027,2003,2098,2121,2121,2061,2027,2012,2166,2233,2261,2353,2387,2285,2265,2287,2473,2439,2455,2498,2517,2631,2649,2646,2591,2630,2668,2781,2694,2727,2732,2663,2901,2850
7,1,1.3432,0.00039892,0.98915,0.0001752,0.63623,904.69,44.699,0.098942,172.02,2754.9,17.64,0.56607,0.76839,76.847,0.24327,0.34561,0.00028532,1,1,7,18,47,134,375,922,2034,3688,5749,8288,11155,14161,17172,20074,23107,26038,28857,31616,34477,37270,40136,43027,46096,49245,52289,55494,58570,61711,64557,67335,70398,73213,75819,77845,79006,78514,75418,69763,61016,51577,42559,34287,27402,22324,19770,17498,15325,12993,9287,5534,2997,1518,745,336,87,15,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1.5049,5.4599e-06,3.9921,0.00025953,0.26998,1130.5,5.2804,0.1256,48.488,1363.3,5.032,0.2024,87.486,161,1.6245,0.021328,0.00093271,1,13,113,339,679,1191,1842,2634,3552,4616,5689,6757,7892,9006,10109,11274,12465,13591,14865,16106,17288,18415,19673,20927,22132,23487,24714,25988,27316,28593,29945,31248,32477,33706,35057,36254,37594,38886,40121,41070,41753,42497,43304,44070,44637,45129,46052,47360,48552,49209,48304,46888,45354,44184,43476,43084,42430,41318,39640,37537,35301,32781,30153,27842,25766,24038,22534,20757,19029,17526,16075,14622,13117,11752,10471,9171,7977,6799,5766,4690,3634,2707,1850,1207,705,330,81,6,0,0,0,0,0,0,0,0,0
9,1,1.2102,0.0017005,0.91255,0.00017041,0.90683,1091.1,4.173,0.061874,50.843,1858,77.909,0.13875,0.80223,227.8,0.015764,0.038226,0.00049101,1,4,42,173,445,860,1422,2173,3055,4036,5088,6208,7351,8392,9431,10454,11503,12553,13561,14683,15948,17199,18529,19630,20875,22083,23166,24142,25082,26113,27266,28306,29488,30573,31774,32900,34044,35184,36386,37621,39047,40375,41607,42810,44034,45195,46376,47528,48760,50010,49502,47532,45189,43571,42725,41912,40392,38823,36860,34489,31763,29300,26830,24699,22702,20691,18713,16910,15330,13718,12192,10691,9233,7913,6641,5545,4478,3437,2321,1364,738,337,118,25,5,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1.4315,0.0047698,2.048,0.00013715,0.17744,664.39,38.47,0.15934,30.856,1710.9,11.373,0.27092,20.387,46.574,3.6073,0.060858,0.00094643,1,23,203,689,1487,2581,3967,5477,7097,8677,10260,11740,13277,14818,16419,18088,19708,21370,22894,24545,26114,27496,29000,30431,31726,33292,34819,36267,38132,39780,41418,42945,44600,46265,48061,49583,51369,52274,51714,46011,37138,27978,19470,12879,12397,11978,11516,10970,10474,9933,8819,7384,6164,5095,4450,3973,3649,3378,2965,2750,2608,2441,2294,2071,1801,1703,1484,1442,1309,1069,1057,940,848,780,505,206,80,46,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1.4475,8.3427e-05,5.5932,0.00015785,0.68596,834.31,14.157,0.10186,34.314,1212.7,14.057,0.086031,78.164,247.99,33.129,0.0012767,0.00023464,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1.2708,0.00078424,0.14716,0.00019523,0.039452,1780.6,20.741,0.069424,42.531,1113.7,11.279,0.044425,2.6076,30.395,0.11163,0.046426,0.00019856,1,2,10,27,83,219,452,757,1168,1668,2268,2958,3691,4506,5394,6395,7436,8499,9562,10595,11648,12671,13737,14812,15938,17216,18447,19559,20571,21687,22845,23997,25199,26302,27362,28478,29473,30435,31411,32428,33486,34394,35268,36170,37017,37949,38818,39665,40578,41262,40362,38767,37098,35711,34857,34024,33787,33591,33797,34139,34754,35456,36174,37043,38054,38883,39789,40811,41809,42670,43608,44576,45498,46399,47391,48171,48306,47762,46889,45718,44411,42810,40957,38989,36674,34306,31772,29331,27008,25069,23226,21336,19431,17652,16239,14814,13518
13,1,1.8597,0.079379,0.02109,0.00019426,0.41257,838.81,0.64963,0.07821,98.04,693.76,22.025,0.0011054,3.7537,256.17,0.97151,0.0013649,0.00055066,1,4,14,40,93,173,274,395,529,667,812,950,1059,1222,1398,1560,1698,1835,1985,2099,2265,2462,2659,2875,3120,3278,3436,3571,3772,3892,4027,4214,4429,4600,4742,4898,5057,5263,5408,5611,5806,6072,6294,6475,6695,6804,7018,7200,7366,7437,7483,7373,7315,7227,7182,7265,7338,7406,7544,7625,7659,7802,7930,8065,8193,8356,8591,8758,8778,8863,8940,9007,9042,9101,9247,9349,9408,9597,9794,9893,10109,10319,10436,10671,10710,10865,11099,11341,11414,11573,11739,11896,12121,12360,12492,12644,12922
14,1,0.48311,1.9663e-05,1.3981,0.00019024,0.22048,752.38,37.831,0.10434,198.25,1268.9,36.277,21.647,29.03,94.317,5.0978,0.003318,0.00022335,1,1,3,6,7,15,25,39,58,85,104,126,150,179,208,233,262,290,304,306,340,363,385,432,496,514,544,578,581,593,629,669,737,795,816,849,862,846,852,777,616,459,304,128,29,20,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1.5836,0.00010459,0.029729,0.00026529,0.124,828.07,4.7817,0.083174,59.844,2213.1,2.9914,1.9276,159.64,187.2,1.0241,0.090282,0.00014624,1,2,5,11,26,57,141,282,517,815,1219,1693,2237,2813,3403,3977,4522,5074,5617,6171,6694,7264,7829,8434,9087,9615,10271,10854,11499,12075,12701,13227,13804,14371,14965,15490,16051,16778,17375,17815,18044,18165,18330,18353,18491,19062,19740,20484,21221,21444,17341,13253,11094,10400,10359,10537,10556,10882,11037,11408,11588,12066,12322,12513,12432,12619,12996,13387,13650,13786,13925,14243,14461,14576,14632,14646,14744,14264,13421,12237,11348,10351,9407,8750,7888,7053,6491,6030,5416,4957,4452,4070,3716,3378,2978,2693,2313
16,1,0.9634,0.00019878,1.5054,0.00029432,0.07694,885.46,9.5216,0.19742,38.999,1454.9,19.916,2.5368,6.7132,135.6,0.03451,0.49571,0.00022771,1,2,8,31,110,414,1321,2992,5546,9023,13348,18277,23515,28835,33938,38933,44124,49229,54365,60424,67607,74774,81594,88852,96264,1.0261e+05,1.0642e+05,1.0813e+05,1.0688e+05,1.0223e+05,94621,83881,70460,55886,41339,28386,17317,8636,3358,639,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1.4216,2.7952e-05,3.2162,0.00019895,0.31052,758.36,18.633,0.069186,184.6,1094.9,1.1964,0.0049367,3.7142,523.78,6.2937,0.0026911,0.0003427,1,2,5,12,22,45,63,104,142,183,214,263,302,338,387,450,493,545,580,626,648,681,697,739,776,840,889,941,982,1044,1066,1150,1205,1271,1296,1369,1391,1457,1526,1462,1205,959,691,393,196,176,134,107,73,56,37,27,18,17,12,12,8,7,7,6,5,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1.8034,0.0038354,0.30199,0.00017583,0.089583,1605.7,6.5083,0.11717,15.27,1325.7,3.4711,6.6269,10.07,405.41,12.222,0.0096252,0.00086099,1,27,198,513,988,1692,2553,3599,4831,6287,7900,9679,11538,13526,15525,17472,19476,21422,23378,25437,27399,29488,31546,33538,35503,37403,39435,41566,43757,45769,47687,49849,51981,54214,56403,58590,60565,62621,64530,65284,65366,65326,64971,64664,64004,63313,62813,62667,62045,60966,56451,48621,40940,36056,32789,29937,27301,24542,22212,20369,18710,17131,15762,14442,13088,11904,10833,10182,9014,8086,7257,6411,5835,5393,4745,4230,3689,3065,2446,1906,1360,961,569,248,56,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1.219,0.0064082,2.5858,0.00018261,0.57547,1249.6,105.36,0.1044,51.004,2353.5,101.56,0.05302,19.833,30.039,0.27516,0.024529,0.0010789,1,16,135,421,916,1608,2457,3484,4726,6086,7608,9183,10752,12373,13947,15528,17106,18782,20472,22060,23660,25366,27111,28907,30549,32287,33961,35756,37640,39434,40793,42408,44101,45818,47317,49008,50562,51910,53567,54235,53626,53411,52942,52539,52144,51791,51311,50972,52190,52797,52600,52096,50826,48988,47089,44884,42738,40457,38022,35170,32363,29930,27864,25862,23881,21977,20238,18452,16958,15277,13858,12314,11038,9849,8758,7804,6824,5827,4808,3814,2846,2005,1338,822,447,196,77,17,0,0,0,0,0,0,0,0,0
20,1,1.6705,0.0054582,0.11517,0.00015432,0.12328,762.75,5.59,0.078584,49.486,1330.7,17.311,0.058547,6.0245,1816.2,0.93258,0.12514,0.00031658,1,2,18,81,337,900,1690,2741,4043,5497,6880,8319,9888,11371,12639,14074,15429,16828,18171,19753,21265,22754,24153,25614,27010,28451,29976,31497,32895,34268,35780,37187,38816,40561,42435,44112,45787,47314,48650,49818,50282,50607,50759,50620,49653,47865,44718,40518,35721,30953,25990,21661,18048,15173,12690,10512,8650,6960,5381,3968,2792,1631,717,191,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1.9994,6.2688e-05,0.25929,0.00018413,0.1542,1656.2,14.423,0.14482,180.7,972.01,5.1027,0.13165,5.7155,947.92,0.12657,0.54089,0.00024988,1,3,4,16,36,87,211,561,1262,2626,4721,7678,11262,15537,20411,25915,32019,38563,45726,53193,60636,68018,75149,82129,89054,95918,1.0278e+05,1.0993e+05,1.1722e+05,1.2434e+05,1.3169e+05,1.3896e+05,1.4592e+05,1.5114e+05,1.5299e+05,1.5173e+05,1.4825e+05,1.4277e+05,1.3538e+05,1.2604e+05,1.1474e+05,1.0205e+05,87724,72107,57074,44474,34400,26098,19119,13188,8362,4860,2306,802,143,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1.051,1.2037e-05,0.8145,0.00010205,0.5315,798.72,0.89344,0.12814,290.78,1558.5,44.169,1.3137,0.57883,88.559,1.8499,0.048242,0.00067823,1,2,9,33,91,260,497,842,1253,1715,2232,2700,3145,3628,4095,4612,5028,5517,6089,6565,7032,7517,8033,8517,8974,9532,10026,10533,11096,11701,12251,12914,13490,14056,14556,15075,15506,15966,16537,17149,17592,18061,18662,19172,19609,20059,20789,21243,21797,22353,22178,21823,21793,22111,22282,22965,23577,24228,24666,25290,25796,26236,26834,27457,28028,28633,29254,29752,30303,30810,31119,31175,30972,30435,29228,27433,25278,23086,21031,19420,18243,16945,15919,14924,13683,12633,11565,10544,9609,8705,7793,7062,6377,5664,4961,4362,3701
23,1,0.36279,0.008011,6.129,0.00023136,1.6234,1194.6,2.4552,0.10496,103.29,1074.1,16.761,2.3625,4.3391,26.39,0.52183,17.418,0.0010009,1,6,107,1540,19463,1.0344e+05,2.3708e+05,2.8768e+05,2.8821e+05,2.8821e+05,2.8811e+05,2.8671e+05,2.6904e+05,1.8563e+05,51934,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,0.52188,0.0082305,1.288,0.00014226,0.10951,634.61,1.9333,0.099533,70.349,1756.7,9.5267,0.072409,57.023,29.72,0.43553,0.013714,0.00016532,1,1,3,8,24,52,93,162,245,335,435,538,625,725,833,925,1074,1221,1359,1508,1625,1704,1817,1894,1973,2080,2168,2229,2319,2401,2468,2639,2753,2923,3069,3177,3281,3347,3451,3539,3665,3759,3943,4041,4135,4252,4303,4399,4455,4455,4076,3665,3310,3003,2970,2956,2918,2926,2923,2873,2866,2931,2915,2887,2975,3052,3151,3177,3199,3182,3217,3291,3372,3342,3319,3459,3606,3466,3404,3601,3694,3628,3969,3957,3982,3916,3872,3976,3932,4010,4152,4146,4331,4264,4321,4428,4412
25,1,1.3252,0.00034395,0.054768,0.00017204,2.0817,766.85,180.81,0.059941,438.4,1352.1,39.995,5.8056,1.8133,279.49,0.29374,0.0073049,0.00075305,1,3,8,27,54,97,164,245,345,453,578,697,824,924,1027,1121,1229,1325,1441,1543,1654,1777,1903,1992,2081,2195,2278,2376,2512,2678,2822,2977,3122,3225,3340,3420,3506,3607,3741,3564,2994,2430,1859,1194,737,669,607,532,497,461,351,246,162,101,72,52,33,16,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,0.21355,0.00087014,0.037728,0.0002217,0.23883,1555.5,15.909,0.12179,420.65,1166.8,17.509,0.012068,1623.2,321.17,0.61944,0.8062,0.00054451,1,1,3,6,18,56,180,510,1359,3289,6675,11564,18386,27331,38551,51150,64343,78352,92893,1.0758e+05,1.2224e+05,1.3671e+05,1.5045e+05,1.6221e+05,1.7088e+05,1.7666e+05,1.8079e+05,1.8183e+05,1.7856e+05,1.7144e+05,1.6122e+05,1.4732e+05,1.303e+05,1.1089e+05,91604,73180,55735,39656,26701,17023,9791,4525,1289,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,0.73398,0.00063465,0.47275,0.00014057,0.31975,693.55,12.629,0.059167,507.36,1246.7,3.8796,3.7433,17.309,152.31,1.0926,0.21566,0.00029281,1,1,1,5,12,19,41,69,138,249,463,803,1346,2099,3049,4086,5103,6143,7032,7878,8703,9656,10679,11511,12360,13179,13917,14724,15628,16479,17430,18260,19172,20015,20893,21505,22326,23314,24171,24141,22014,19254,16270,12990,11299,10741,10217,9915,9673,8953,7142,5141,3644,2605,1951,1601,1353,1188,1042,1006,887,821,810,749,694,647,668,671,623,590,554,515,510,495,465,423,405,401,375,392,375,354,316,303,297,284,288,268,247,206,202,196,189,171,150,131,143
28,1,0.95288,0.00026389,16.608,0.00016185,0.17136,1273.1,33.766,0.048101,318.74,1685.7,2.6263,2.3182,0.0085465,6.7001,1.3424,0.15107,0.00045341,1,3,11,28,73,202,503,1021,1760,2731,3898,5332,6923,8692,10545,12367,14234,16103,18001,19837,21736,23548,25428,27331,29201,31018,32772,34614,36382,38337,40087,42041,43798,45665,47548,49595,51474,53491,55529,55005,50741,46494,41791,37004,31923,26720,20965,15181,14480,14299,13938,13679,13331,13104,12840,12659,12585,12469,12464,12400,12502,12543,12509,12581,12641,12683,12794,12903,12923,13011,13091,13096,13133,13180,13372,13462,13444,13565,13642,13773,13821,13863,13930,14045,14147,14259,14363,14462,14433,14486,14443,14381,14229,13896,13644,13384,13044
29,1,0.95543,1.4577e-06,4.3021,0.0001549,0.026656,1489.4,7.9969,0.0553,33.24,1172.3,3.4176,0.42086,1.2879,45.482,0.67738,0.041054,0.00049537,1,6,60,256,664,1188,1946,2891,3988,5290,6802,8489,10359,12172,13977,15801,17624,19464,21388,23209,25127,27093,28869,30813,32842,34772,36819,38742,40874,43116,45240,47153,49198,51320,53228,55278,57065,59092,60794,62251,63579,65019,66639,68154,69815,71472,73135,74531,75799,76346,74827,72553,69554,65902,62086,58147,54259,50169,46148,42255,38362,34757,31646,28868,26171,23611,21327,19093,16925,14827,12724,10669,8517,6728,5277,3950,2762,1776,1110,587,198,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0.2582,0.00039284,8.3828,0.00017325,0.35274,870.53,17.27,0.096389,50.311,1311.2,23.606,7.6127,0.26294,752.85,4.4467,0.00029828,0.00042574,1,4,23,57,122,211,316,441,581,749,928,1092,1289,1493,1674,1834,2008,2187,2341,2514,2707,2923,3093,3217,3400,3590,3736,3865,4061,4307,4488,4693,4872,5073,5225,5383,5539,5682,5830,5653,5122,4665,4148,3638,3095,2975,3141,3233,3302,2937,1753,1017,629,490,376,241,168,129,99,65,42,18,17,17,18,12,5,2,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,1.9851,6.7308e-06,0.00095038,0.00026677,0.06038,459.9,8.3902,0.10285,169.65,1015,2.6953,0.31448,190.86,578.2,0.17859,0.047076,0.0011223,1,6,48,205,590,1084,1616,2142,2659,3219,3810,4385,4996,5456,5962,6468,7056,7621,8225,8871,9538,10183,10706,11171,11764,12462,13161,13779,14230,14806,15501,16240,16897,17461,17940,18535,19168,19764,20195,20470,20733,21224,21890,22524,22920,23509,24138,24842,25133,25461,25762,26212,25385,23101,20006,17282,15408,14128,13213,12334,11485,10697,9853,9005,8117,7436,6827,6042,5366,4595,3920,3122,2356,1600,960,449,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1.6152,0.00023635,4.1779,0.0001089,0.29646,630.08,12.718,0.14816,256.74,1184.6,5.5826,0.12489,1.3359,90.739,0.33113,0.0097869,0.00041535,1,2,7,15,36,76,137,212,297,393,487,581,660,756,874,957,1085,1167,1233,1355,1429,1533,1644,1705,1798,1854,1892,1998,2074,2155,2335,2473,2570,2767,2903,2961,3072,3093,3104,3162,3094,3038,2996,2896,2942,3023,3123,3340,3485,3603,3463,3286,3096,3052,3048,3033,3149,3263,3366,3415,3424,3542,3586,3590,3719,3786,3895,4004,4109,4214,4242,4275,4389,4448,4516,4629,4585,4601,4649,4737,4818,4822,4901,4994,5126,5275,5270,5357,5441,5514,5601,5671,5752,5753,5704,5747,5796
33,1,0.31443,0.0029491,0.73016,0.00016886,0.21993,1026.1,3.2284,0.085687,369.62,1472.4,22.88,0.61271,4.4482,379.57,0.37217,0.025881,0.00031343,1,3,4,13,24,46,86,167,256,403,533,713,887,1110,1286,1514,1696,1952,2179,2433,2631,2855,3052,3269,3457,3687,3913,4198,4432,4671,4918,5214,5479,5753,5989,6273,6581,6849,7007,7178,7272,7389,7552,7723,7852,7984,8186,8401,8655,8446,6547,4208,2977,2450,2489,2397,2457,2382,2447,2506,2480,2379,2402,2365,2519,2600,2522,2594,2752,2619,2672,2766,2756,2842,3010,3119,3015,3084,3092,3208,3082,3284,3410,3327,3632,3539,3554,3326,3383,3525,3667,3724,3710,3711,3947,3933,3935
34,1,0.41299,5.5749e-05,4.5874,0.00018501,0.11607,1039.3,8.4826,0.12218,69.428,1242.1,12.246,0.12804,25.789,630.41,2.3048,0.20788,0.00022057,1,1,4,12,32,111,295,669,1320,2248,3461,4993,6780,8702,10723,12752,14830,16957,19062,21110,23220,25231,27253,29299,31286,33145,34940,36787,38625,40572,42445,44360,46268,48246,50055,51900,53687,55559,57274,57692,55770,53886,51997,49992,47658,45437,44061,44724,44957,44040,41150,37200,32873,28813,24942,21533,18966,16980,15359,14071,13042,11975,11193,10548,9866,9388,8979,8506,8029,7398,6717,6008,5366,4737,4024,3364,2705,2007,1385,863,492,238,78,22,2,0,0,0,0,0,0,0,0,0,0,0,0
35,1,1.04,0.0018006,0.004135,0.00018551,0.31386,1482.5,9.3381,0.15121,92.864,1719.1,3.5192,0.95507,92.442,60.672,0.14297,0.073796,0.00066312,1,3,34,195,601,1202,2056,3089,4338,5759,7357,9144,11154,13410,15635,17831,20083,22387,24847,27220,29688,32101,34634,36927,39296,41593,43769,46001,48118,50484,52861,55403,57685,60019,62278,64627,67130,69461,71956,74096,76268,78279,80358,82530,84816,87178,89345,90189,88602,84380,71594,57131,44297,35129,28825,24203,20684,17695,15054,12671,10292,8459,6657,4832,3171,1678,590,71,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,0.46197,6.1669e-05,0.23206,0.00014331,0.14122,656.6,17.842,0.11806,14.057,1372,5.2059,0.033756,55.09,224.87,0.13725,0.62481,0.000428,1,8,128,1152,4240,9258,16076,24350,33109,42246,51276,60600,69676,77470,85623,94911,1.0434e+05,1.1351e+05,1.1545e+05,1.0558e+05,89608,68415,46266,30394,18335,9401,3492,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,0.70058,3.893e-05,0.0044165,0.00021004,0.10452,377.94,32.465,0.091934,92.174,1553.4,5.3977,0.042793,36.335,354.02,5.2597,0.44859,0.00017499,1,2,4,7,13,30,53,105,212,393,757,1316,2175,3236,4538,5848,6869,7833,8561,9323,10031,10758,11547,12353,13335,14332,15516,16653,17692,18456,19585,20662,21607,22455,23165,23739,24379,25227,26311,22018,12458,2136,1015,368,149,66,27,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,1.8693,0.0001005,0.49515,0.0003042,0.17583,1341.1,9.6275,0.072559,217.86,1692.5,6.3917,0.16968,0.17454,1321.7,0.717,0.058466,0.00026077,1,2,6,12,35,72,156,298,523,769,1118,1524,2027,2536,3089,3679,4293,4909,5547,6126,6727,7349,7978,8606,9319,9990,10657,11299,12011,12606,13278,14001,14719,15434,16170,16815,17468,18113,18887,19351,19316,19231,19096,18886,18688,18567,18375,18105,18106,18496,17567,15125,12132,9448,7293,5793,4791,4253,3793,3448,3258,3037,2994,3005,3026,2984,2887,2840,2771,2694,2705,2898,2987,3049,3246,3340,3626,3755,3864,4113,4218,4232,4199,4318,4536,4744,4920,5107,5215,5239,5492,5711,6001,6156,6203,6503,6530
