ID,Seed,t_apop,c_decay,c_dif,c_sec,t_circ,t_exp,igm,t_inc,v_inf,sigma,t_kill,speed,circ_age,foi_age,v_decay,v_dif,v_sec,Output 1,Output 2,Output 3,Output 4,Output 5,Output 6,Output 7,Output 8,Output 9,Output 10,Output 11,Output 12,Output 13,Output 14,Output 15,Output 16,Output 17,Output 18,Output 19,Output 20,Output 21,Output 22,Output 23,Output 24,Output 25,Output 26,Output 27,Output 28,Output 29,Output 30,Output 31,Output 32,Output 33,Output 34,Output 35,Output 36,Output 37,Output 38,Output 39,Output 40,Output 41,Output 42,Output 43,Output 44,Output 45,Output 46,Output 47,Output 48,Output 49,Output 50,Output 51,Output 52,Output 53,Output 54,Output 55,Output 56,Output 57,Output 58,Output 59,Output 60,Output 61,Output 62,Output 63,Output 64,Output 65,Output 66,Output 67,Output 68,Output 69,Output 70,Output 71,Output 72,Output 73,Output 74,Output 75,Output 76,Output 77,Output 78,Output 79,Output 80,Output 81,Output 82,Output 83,Output 84,Output 85,Output 86,Output 87,Output 88,Output 89,Output 90,Output 91,Output 92,Output 93,Output 94,Output 95,Output 96,Output 97
125,1,0.87545,0.009144,0.61783,0.00022953,0.52677,2202.4,16.968,0.086691,2403.1,2140.8,3.6342,0.36778,2.0841,58.413,2.339,1.0085,9.9012e-05,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,5,5,5,5,5,5,7,7,11,10,11,12,13,14,16,16,16,16,16,16,15,14,14,12,12,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,1.7431,0.00082479,0.11182,0.00020383,0.073238,1204.5,4.0322,0.084143,176.46,2405.6,11.178,0.060604,0.76694,490.01,1.7248,0.0049955,0.00037353,1,2,6,19,33,69,118,185,261,351,454,579,698,818,947,1099,1226,1385,1521,1649,1781,1915,2082,2205,2361,2503,2650,2826,2964,3145,3275,3437,3544,3693,3834,3954,4111,4218,4335,4419,4473,4508,4509,4522,4578,4565,4577,4621,4678,4735,4245,3160,1967,1207,913,892,999,1043,1078,1084,1126,1085,1076,1021,1120,1264,1276,1131,1142,1166,1210,1147,1177,1285,1444,1501,1464,1344,1347,1370,1403,1370,1435,1459,1431,1503,1395,1447,1516,1538,1477,1422,1442,1470,1570,1657,1633
127,1,0.49465,0.0020312,2.9803,0.00022001,0.10096,742.23,9.1797,0.084666,141.33,1782.5,6.2596,0.10041,18.203,108.64,0.18187,0.029451,0.0006235,1,4,16,66,202,399,691,1078,1551,1982,2416,2836,3282,3679,4113,4631,5063,5557,6039,6547,6987,7504,7924,8297,8701,9136,9639,10066,10606,11078,11549,11939,12447,12925,13401,13810,14380,14852,15374,15771,16160,16400,16713,16922,17307,17802,18485,19135,19652,19531,17416,14856,12922,11898,11243,11001,11193,11467,11877,12218,12571,12929,13498,14001,14486,15034,15324,15420,15608,16132,16519,16753,16769,16336,15631,14811,14039,13043,12110,11215,10201,9236,8424,7664,6835,6081,5490,4864,4324,3848,3433,3006,2731,2369,2063,1819,1487
128,1,1.629,0.0031201,2.3221,0.00017845,0.15787,566.59,12.041,0.13491,167.9,897.88,10.919,0.66872,283.96,323.1,10.064,0.0024739,0.0005832,1,2,5,19,37,63,99,137,168,208,251,302,347,420,500,548,618,671,710,752,829,872,915,970,1031,1108,1186,1234,1276,1312,1334,1379,1412,1451,1484,1521,1593,1633,1695,1586,1227,872,462,264,214,167,143,131,124,105,78,63,38,33,19,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,1.6686,0.002967,1.0767,0.00013927,0.20122,708.79,27.369,0.14372,32.742,819.99,11.126,31.834,27.669,144.14,1.2252,0.027542,0.00078578,1,9,103,356,830,1410,2139,2958,3790,4619,5573,6467,7286,8094,8861,9636,10508,11440,12462,13320,14114,14978,15752,16600,17439,18501,19499,20483,21515,22487,23369,23994,24817,25521,26384,27171,28167,29156,30203,30076,29199,28187,26960,25708,26071,26736,27279,27833,28638,28902,28628,28687,28835,28982,29151,28958,28064,26341,24469,22424,20345,18699,17314,15956,14881,13836,13037,12334,11440,10640,9991,9196,8354,7569,6802,6131,5607,5161,4642,4069,3363,2653,1937,1288,785,361,140,17,0,0,0,0,0,0,0,0,0
130,1,1.5342,0.00023188,0.039865,0.00023249,0.054492,897.44,3.039,0.042577,43.442,1863.4,12.753,0.0001427,10.336,219.93,11.658,0.16622,0.00038354,1,4,20,109,429,1011,1895,3057,4524,6189,7829,9596,11400,13225,14988,16698,18568,20384,22020,23784,25575,27806,30115,32583,35242,37660,39812,41813,43748,45469,46932,48520,50630,52531,54656,56802,58831,60897,62691,62646,59821,56471,52669,47915,42050,37509,34644,31689,28969,26371,23368,20176,17443,15164,13091,11390,9618,8175,6907,5738,4693,3803,2992,2306,1595,882,412,151,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,1.1273,0.14397,0.21904,0.00023867,0.25915,536.25,5.0291,0.074863,462.47,1248.8,16.152,0.46296,2.7317,66.462,0.92064,0.045132,0.00023869,1,1,2,4,6,9,10,18,32,54,92,145,213,323,447,646,773,929,1087,1244,1459,1641,1769,1852,1926,2077,2141,2235,2398,2552,2732,2883,3007,3118,3267,3386,3525,3669,3775,3795,3676,3429,3112,3018,3058,3106,3220,3291,3390,3473,3579,3616,3645,3731,3856,3947,4038,4163,4141,4222,4277,4188,4173,4249,4367,4476,4606,4643,4734,4761,4911,5006,5048,5043,5082,5174,5226,5362,5551,5683,5801,5767,5717,5878,5934,5972,6013,6069,6175,6270,6332,6343,6467,6525,6578,6704,6704
132,1,1.5653,0.001638,0.12637,0.00019787,0.45444,1809.1,3.2009,0.07953,108.33,757.89,7.229,0.055318,4.4947,116.14,0.05244,0.13968,0.0014456,1,16,233,1004,2425,4475,7209,10579,14712,19454,24836,31037,37863,45507,53773,62201,70729,79231,87674,96194,1.0466e+05,1.1345e+05,1.223e+05,1.3132e+05,1.4031e+05,1.4937e+05,1.5804e+05,1.6632e+05,1.7041e+05,1.6994e+05,1.6716e+05,1.623e+05,1.5579e+05,1.4715e+05,1.3675e+05,1.2461e+05,1.1085e+05,95354,78592,61261,46838,36643,28203,21235,15158,10286,6426,3563,1527,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,1.2212,6.5021e-05,0.10227,0.00020738,0.24265,672.43,3.7098,0.098802,708.38,1796.4,28.213,0.046244,0.84775,305.75,0.097776,1.8229,0.00019708,1,1,1,3,4,5,10,12,24,41,60,100,163,245,398,638,1000,1582,2432,3719,5705,8513,12380,17693,24152,31495,39386,47244,54309,61119,67787,73664,79722,85677,90797,93975,94845,91419,83068,71106,56686,41368,27852,17004,9078,4368,1762,583,163,43,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,1.8954,2.5053e-05,1.0532,0.00015641,3.2085,2345.8,19.283,0.12067,47.066,1300.3,2.1596,0.22564,118.55,56.343,0.59191,0.0040614,0.00016783,1,2,4,13,27,56,91,137,195,284,378,475,598,742,898,1069,1257,1443,1653,1887,2122,2361,2603,2869,3124,3353,3580,3840,4110,4377,4670,4960,5250,5545,5810,6063,6326,6639,6916,7151,7326,7490,7642,7769,7880,8016,8086,8181,8306,8375,7949,7458,6971,6587,6370,6237,6124,6041,5921,5852,5878,5927,5922,5989,6041,6118,6236,6392,6470,6581,6712,6973,7149,7329,7465,7595,7786,7982,8203,8355,8496,8551,8611,8750,8915,9114,9253,9354,9461,9597,9778,9968,10103,10288,10387,10551,10701
135,1,0.46659,0.019556,0.063714,0.00019842,0.9169,1611.4,11.213,0.087461,559.93,1423.2,3.0878,1.2497,0.66981,20.937,1.9651,0.039383,0.00022233,1,1,1,2,3,7,9,15,21,37,69,96,157,230,347,487,636,819,1008,1238,1478,1737,2023,2304,2594,2836,3106,3357,3623,3847,4097,4334,4569,4796,5022,5271,5605,5820,6088,6235,5993,5690,5418,5098,4732,4345,3980,3489,3030,2404,1774,1312,968,690,475,345,263,194,141,109,83,60,44,35,26,25,18,19,16,14,13,11,9,8,7,5,4,2,3,2,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
136,1,1.4862,0.00042457,0.28766,0.00013408,0.26153,677.43,4.6654,0.074536,80.821,1467.4,54.512,0.1813,162.43,79.023,0.58242,0.011539,0.00051096,1,4,17,75,165,321,524,749,964,1207,1468,1785,2120,2401,2652,2933,3161,3452,3739,3983,4177,4438,4642,4904,5203,5532,5767,6074,6308,6593,6888,7218,7545,7884,8065,8341,8662,8918,9285,9593,9803,9977,10081,10233,10451,10640,10811,10949,11114,11242,11222,10874,10607,10442,10352,10269,10329,10481,10602,10833,11103,11203,11421,11674,12019,12218,12458,12761,13093,13279,13551,13717,14046,14116,14404,14755,15127,15564,15910,16182,16176,16383,16409,16774,17035,17410,17789,18163,18087,17871,17582,16905,15883,14951,14155,13305,12596
137,1,1.6346,0.00065518,1.3701,0.00012587,0.14388,867.38,26.695,0.11645,552.9,1085,33.894,3.7005,76.298,90.202,20.351,0.079035,0.00043508,1,1,1,1,3,5,6,10,14,19,21,34,43,48,60,67,91,104,125,150,174,210,250,285,335,373,461,516,547,593,643,699,720,779,839,892,966,1021,1094,1032,868,691,483,274,71,24,15,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0.92181,0.00030063,0.39999,0.00017757,2.9317,1216.2,14.047,0.10061,132.97,1635,2.7936,0.017323,0.72515,16.819,1.8796,0.028591,0.00029715,1,3,7,17,51,128,265,434,644,889,1179,1482,1829,2163,2516,2849,3177,3542,3936,4382,4800,5214,5693,6155,6766,7387,7956,8496,8988,9548,10068,10545,10924,11258,11605,11977,12396,12739,13091,13078,12425,11687,10933,10275,9427,8668,7842,7234,7294,7271,6744,5982,5278,4699,4262,3938,3789,3604,3470,3386,3442,3473,3541,3635,3738,3799,3850,3945,4072,4116,4144,4183,4256,4380,4458,4520,4581,4657,4714,4754,4931,5046,5073,5106,5081,5194,5269,5414,5469,5594,5675,5719,5886,5981,6107,6105,6153
139,1,0.65717,0.00012695,0.44534,0.00019751,0.79386,1360.4,21.299,0.076078,112.4,1507.4,20.84,0.024181,2.8341,117.58,96.833,0.055621,0.00050673,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,1.7359,4.2836e-05,0.12833,0.00023475,0.37725,882.3,23.985,0.055689,312.06,1045.7,20.544,0.10775,4.9751,93.293,35.214,0.01475,0.00076391,1,1,3,7,10,21,31,44,63,75,110,131,142,163,189,211,221,233,269,299,333,370,406,455,497,552,598,661,722,762,823,860,912,935,972,1028,1068,1093,1110,1041,880,687,491,301,101,26,18,14,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,1.4424,3.5668e-05,0.084072,0.00023023,0.74227,684.1,3.577,0.09266,613.89,1042.1,5.4403,0.011882,1.5689,568.54,0.19406,0.0053153,0.00046379,1,1,3,7,15,25,41,70,106,144,187,236,280,326,367,428,455,502,542,609,655,731,784,824,854,890,950,1001,1027,1092,1147,1145,1197,1231,1277,1296,1396,1473,1499,1578,1628,1625,1667,1697,1695,1710,1742,1751,1801,1863,1812,1673,1527,1378,1190,1052,979,935,857,830,807,775,779,763,776,806,806,812,875,867,919,940,977,988,1027,1077,1127,1159,1167,1177,1203,1210,1210,1242,1377,1425,1478,1471,1491,1487,1541,1565,1551,1583,1530,1595,1723
142,1,0.10096,0.00028429,1.4315,0.0002599,0.088584,1197.9,3.5026,0.15755,1710.4,1611.9,4.8288,0.3038,5.8223,241.37,3.4596,0.0011289,0.00038164,1,1,1,1,3,3,3,4,6,7,9,11,13,16,21,23,28,33,38,40,44,48,53,57,70,75,83,92,102,115,135,152,161,173,180,195,207,220,213,215,202,193,183,167,143,122,105,91,78,58,24,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,0.10531,0.00046792,3.6672,0.00014639,0.60864,1135.1,9.7918,0.074974,523.92,1432.5,31.293,0.010122,0.13791,221.9,0.1167,0.0043953,0.00024212,1,2,3,4,6,14,27,42,58,81,101,131,155,190,238,266,322,370,427,488,527,591,627,693,755,785,832,884,932,968,1027,1064,1120,1155,1195,1245,1272,1300,1336,1340,1383,1422,1458,1479,1526,1543,1582,1619,1647,1626,1567,1489,1399,1320,1236,1195,1203,1201,1234,1243,1250,1305,1298,1344,1354,1301,1354,1377,1435,1488,1528,1593,1625,1629,1644,1655,1652,1641,1615,1649,1738,1758,1800,1813,1862,1913,1921,1873,1896,1915,1921,1926,1964,1966,2039,2090,2147
144,1,1.137,6.8903e-06,0.34569,0.00019365,0.19663,805.8,51.022,0.11584,54.577,1400.9,9.1637,0.072715,0.20103,505.59,3.7088,0.2014,0.00077633,1,9,100,634,1955,3937,6444,9641,13267,17108,20851,24755,28686,32553,36299,40041,43975,47784,51596,55493,59524,63521,67702,71686,75696,79661,83592,86202,85153,80466,73532,64676,53925,44437,37637,31171,24663,18344,12466,7499,3638,1333,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,0.68305,0.00026919,0.20527,0.00020154,0.2155,1714.6,4.5818,0.10725,46.043,1078.7,47.256,1.8315,3.4064,469.39,6.7394,0.57471,0.00028209,1,3,12,62,229,822,2299,4682,7994,12177,17013,22658,29190,36704,44852,53790,63408,73360,83171,92571,1.0178e+05,1.1088e+05,1.2026e+05,1.2994e+05,1.3958e+05,1.4931e+05,1.5892e+05,1.6649e+05,1.6993e+05,1.7024e+05,1.678e+05,1.6293e+05,1.5583e+05,1.4688e+05,1.3559e+05,1.2183e+05,1.06e+05,88448,70508,55062,42391,31687,23185,16296,10573,6010,2843,903,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,0.21722,0.0076817,5.2466,0.00020864,0.16346,1111.8,8.8902,0.066199,375.1,903.25,4.4429,0.49802,13.943,107.91,1.1428,0.17097,0.00068137,1,1,3,13,35,137,404,958,1931,3195,4739,6634,8641,10916,13164,15355,17534,19659,21876,24051,26283,28502,30706,32868,35109,37080,39231,41252,43488,45782,48125,50582,52832,55154,57543,59897,62259,64488,66676,67882,67000,65879,64358,62779,61001,58698,55627,53990,52226,47803,38860,29688,22767,17978,14401,11833,9997,8364,6841,5648,4789,3873,3075,2658,2155,1596,1229,874,670,337,188,90,66,43,22,17,8,7,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,0.81262,0.0034436,1.0245,0.000216,2.5873,1332.7,2.6594,0.079169,246.29,1136.4,10.48,0.77992,0.050327,70.059,8.0923,0.23789,0.0030753,1,14,247,1235,3154,6129,10174,15155,21092,27870,36022,44848,53975,62992,71776,81003,90047,99109,1.0829e+05,1.169e+05,1.257e+05,1.3437e+05,1.4315e+05,1.5087e+05,1.5206e+05,1.4938e+05,1.4365e+05,1.3517e+05,1.243e+05,1.1054e+05,94235,75674,56600,42428,31143,21801,14347,8313,4233,1640,301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,0.43255,0.00043153,0.4425,0.00026433,0.15105,1647.4,5.4245,0.14186,75.447,1261,0.45251,0.9076,25.07,27.559,2.0157,0.019255,0.00034739,1,4,12,43,107,208,371,598,868,1168,1501,1886,2363,2894,3405,3952,4489,5033,5553,6097,6682,7249,7830,8420,8938,9570,10164,10756,11332,11890,12499,13133,13749,14397,14916,15534,16070,16636,17225,17649,17862,18050,18180,18374,18518,18824,18984,19155,19264,18074,14143,10632,7644,5876,4958,4457,4240,3984,3774,3614,3622,3543,3516,3470,3608,3608,3651,3779,3735,3808,3899,4033,4219,4344,4340,4449,4658,4869,5058,5192,5445,5609,5772,6052,6153,6362,6385,6742,6758,6943,7167,7462,7674,7944,8239,8463,8851
149,1,0.06165,0.0012662,0.010844,0.0001929,0.56798,945.68,10.047,0.11095,83.043,2315,72.634,0.32415,2509.9,11.101,3.9753,0.041969,0.00056136,1,5,25,123,308,602,1030,1514,2193,2902,3675,4465,5228,6029,6846,7562,8327,9066,9879,10699,11415,12181,13008,13770,14549,15200,15972,16841,17545,18302,19128,19887,20630,21519,22351,23113,23953,24758,25647,25258,23638,22064,20558,18837,17188,15773,16240,16620,16974,17206,17208,17055,16931,16810,16784,16831,16949,17008,16967,17092,17140,17257,17259,17341,17620,17996,18170,18253,18475,18708,18716,18846,19014,19283,19575,19704,19868,20139,20487,20640,20885,21216,21464,21561,21425,21074,20377,19514,18613,17665,16582,15480,14533,13471,12504,11789,11011
150,1,1.0919,3.1168e-05,0.16595,0.00026762,0.23201,1408.8,59.304,0.11704,54.892,1498,13.106,0.084623,1.9246,44.942,0.024621,0.042471,0.0003975,1,3,21,118,355,746,1278,1934,2732,3646,4628,5725,6939,8166,9348,10570,11826,12992,14226,15454,16661,17910,19181,20453,21751,22956,24071,25235,26367,27671,28932,30176,31483,32631,33852,35298,36647,37864,39206,40417,41588,42716,43966,45199,46363,47560,48770,49917,51077,52018,51255,50317,49767,49384,49431,49825,50647,51351,52579,54047,55279,55330,54625,53196,51287,49019,46575,43641,40563,37235,34442,31846,29697,27841,25998,24218,22539,20866,19197,17609,16219,14948,13506,12146,10593,9072,7593,6238,4957,3829,2838,1950,1280,814,438,169,31
151,1,1.2648,2.698e-05,6.7101,0.00020766,0.035342,958.73,14.394,0.051219,77.21,1256.3,8.5636,0.25206,0.97347,80.656,0.24748,0.0024989,0.00027126,1,2,4,14,33,61,108,167,245,326,433,554,671,776,900,1044,1157,1296,1417,1560,1663,1789,1908,2015,2118,2259,2368,2483,2593,2732,2910,3035,3131,3265,3372,3438,3493,3551,3694,3813,3895,4009,4153,4277,4383,4436,4568,4685,4778,4860,4765,4643,4614,4611,4701,4834,5013,5162,5338,5371,5470,5613,5751,5812,5899,6029,5988,5921,6016,6098,6122,6162,6209,6340,6504,6546,6675,6884,6964,7007,7015,7188,7247,7316,7452,7651,7784,7899,8019,8091,8129,8272,8465,8555,8652,8716,8811
152,1,1.1839,0.00068941,23.769,0.0001745,0.63168,2151.1,20.426,0.096707,668.32,2188.9,38.777,5.531,225.06,192.46,0.54185,0.0083323,0.00056952,1,3,6,9,24,34,60,100,147,211,285,387,500,621,751,898,1060,1221,1389,1584,1779,1954,2168,2383,2604,2801,3007,3253,3454,3636,3841,4057,4266,4497,4712,4950,5190,5417,5636,5812,5828,5750,5702,5691,5640,5614,5614,5518,5415,5223,3929,2210,1211,619,420,362,301,310,271,230,186,184,174,164,134,121,126,113,112,100,87,98,92,76,72,63,44,38,39,34,42,45,40,36,33,30,30,35,47,46,33,32,26,26,30,34,31
153,1,1.6971,1.8049e-05,1.0778,0.00019223,0.1826,865.4,28.766,0.090467,412.73,1670.1,25.975,0.011303,2.3466,359.83,0.77476,0.17637,0.00036554,1,1,1,3,8,19,42,96,236,481,938,1565,2439,3416,4471,5719,6880,8157,9264,10442,11688,12759,13953,14987,16347,17553,18707,19880,21008,22204,23194,24245,25461,26729,28013,29380,30749,32085,33198,32874,29647,25988,22289,18439,14223,12118,11867,11667,11443,11177,10788,10566,10421,10235,10039,9865,9863,9779,9725,9818,9909,10067,10224,10378,10571,10679,10836,10936,11090,11216,11339,11400,11363,11472,11418,11530,11623,11686,11846,11953,12087,11967,11999,11996,12074,12131,12268,12196,12201,12055,11783,11502,11231,10942,10615,10249,9951
154,1,1.1071,3.0372e-05,1.5965,0.00016514,0.58004,988.26,21.076,0.091481,126.34,1392.5,2.4335,0.18973,5.5745,242.64,7.3304,0.053547,0.00028753,1,2,5,17,40,86,181,315,518,792,1104,1462,1816,2216,2624,2977,3396,3725,4111,4449,4755,5112,5437,5708,6040,6440,6903,7290,7639,8065,8433,8802,9198,9536,9917,10315,10800,11230,11640,11191,9766,8247,6652,5049,3320,1482,1184,1045,911,765,572,385,289,215,144,99,83,54,32,26,17,10,8,9,9,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,0.91188,0.00093588,0.41736,0.00017225,0.62176,1240.3,2.113,0.090027,83.507,1376.7,10.516,0.0017882,69.572,619.88,67.838,1.2699,0.00083929,1,1,2,8,31,109,334,876,1915,3453,5439,8112,11211,14908,19251,24088,28896,33948,39191,45025,51338,57827,64134,70225,76341,82352,88147,93475,98111,1.029e+05,1.0786e+05,1.1218e+05,1.1601e+05,1.1911e+05,1.1961e+05,1.17e+05,1.1154e+05,1.0384e+05,93784,81771,68276,54765,42428,32496,24737,18468,13401,9587,7637,5756,3867,2208,1068,416,130,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1,0.0041531,0.011172,0.25386,0.00027888,0.11956,1515,4.4775,0.096204,394.01,1618.2,4.2184,0.031501,16.163,327.61,0.017839,0.1461,0.00037277,1,1,9,16,35,88,192,428,854,1488,2336,3381,4664,6110,7754,9424,11212,13066,14947,16698,18587,20387,22070,23766,25529,27294,29121,31064,32914,34835,36709,38700,40671,42643,44584,46544,48573,50519,52625,54704,56716,58541,60313,62173,64100,65816,67506,69407,71030,69600,64952,59820,55509,52294,50182,48683,46751,44287,41284,38263,34879,31440,28128,24923,21727,18653,15762,12987,10679,8508,6500,4680,3145,1843,927,328,75,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,0.58672,1.6495e-05,1.6184,0.0001898,0.037919,1576,6.831,0.10766,160.27,2981.8,32.29,0.090282,11.483,166.92,1.1202,0.29664,0.00035839,1,2,7,22,63,211,625,1519,3007,5217,7928,11181,14838,18957,23541,28480,33637,39282,44633,49878,54755,59415,64203,69036,73838,78890,83698,88630,93636,98598,1.0379e+05,1.092e+05,1.145e+05,1.1989e+05,1.2502e+05,1.2863e+05,1.2957e+05,1.2811e+05,1.25e+05,1.1981e+05,1.127e+05,1.0422e+05,94975,84641,73413,62041,52027,43760,36446,29012,22283,16819,12336,8785,6063,3888,2289,1148,428,129,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,0.35554,5.6679e-05,0.093937,0.00021562,0.70159,1377.2,27.657,0.098443,43.274,923.58,9.8389,0.14798,2.9024,142.04,0.21798,0.00061443,0.00056555,1,7,38,103,222,382,589,834,1118,1478,1896,2297,2736,3200,3658,4103,4602,5103,5570,6027,6535,7001,7444,7852,8341,8772,9206,9671,10194,10665,11167,11728,12252,12863,13328,13775,14305,14883,15393,15893,16303,16709,17126,17588,18054,18441,18718,18972,19275,19111,18097,16463,14972,13716,12859,12544,12408,12386,12620,12929,13228,13537,13847,14281,14759,15120,15494,15883,16311,16560,17042,17461,17862,18294,18681,19043,19160,19521,20004,20572,21147,21472,21787,22202,22582,23019,23466,23771,24072,24513,25081,25532,26012,26449,26932,27436,27750
159,1,0.50685,0.0005833,0.19428,0.0001971,1.0351,562.3,69.493,0.060518,122.35,1951.5,28.479,0.23598,1.9514,64.309,1.4396,0.0062829,0.00059334,1,6,18,62,140,240,349,466,605,700,850,992,1100,1238,1357,1525,1683,1830,1926,2015,2183,2294,2457,2634,2743,2903,3189,3351,3535,3660,3717,3786,3919,4116,4310,4491,4602,4746,4914,4479,3506,2427,1355,994,935,865,793,763,755,711,616,443,310,208,120,107,79,59,40,26,13,3,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,1.7986,0.0099903,0.042397,0.00011614,0.032517,1839,8.0285,0.11739,720.28,1447.6,43.528,178.62,2.4133,163.91,0.11908,0.3245,0.0013298,1,1,5,27,112,383,1113,2536,4665,7496,10978,15132,19847,25237,31394,38069,45464,53275,61357,69288,77372,85360,93169,1.0116e+05,1.0903e+05,1.1717e+05,1.251e+05,1.3325e+05,1.4124e+05,1.4941e+05,1.5721e+05,1.6362e+05,1.6622e+05,1.6565e+05,1.6284e+05,1.5809e+05,1.5153e+05,1.432e+05,1.331e+05,1.2102e+05,1.0766e+05,92691,76564,60563,47293,36848,28170,20813,14804,9814,5502,2414,741,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,0.64714,0.00066858,5.8037,0.00016091,0.10744,1401.8,1.9948,0.053749,1100.4,1483.4,13.39,0.57584,47.326,49.587,2.2493,0.030554,0.00026954,1,1,1,1,3,5,7,9,16,20,32,49,67,94,126,171,223,295,384,492,604,724,841,991,1123,1256,1418,1548,1653,1780,1917,2088,2216,2379,2470,2581,2696,2843,2961,3061,3119,3131,3170,3189,3247,3264,3298,3311,3330,3314,2846,2316,1727,1270,1005,784,665,511,390,302,244,242,218,233,188,157,162,163,160,146,167,145,133,130,129,131,138,126,120,122,124,143,114,109,133,119,144,103,114,109,110,82,82,95,96,86,83
162,1,1.6855,8.1791e-05,0.069568,0.00018739,0.18622,1302.7,12.233,0.075618,486.51,1566.5,7.4699,0.034685,11.296,19.342,0.0087707,0.0074765,0.00092198,1,5,15,30,58,121,206,327,471,622,791,981,1189,1396,1617,1849,2071,2265,2485,2697,2946,3163,3367,3585,3817,4052,4297,4507,4763,5015,5213,5416,5619,5823,6017,6297,6557,6714,6974,7170,7381,7582,7826,8084,8162,8363,8621,8870,9096,9363,9155,8481,7729,7170,6681,6330,6228,6168,6130,6299,6440,6725,6845,7071,7268,7530,7707,7820,8040,8120,8197,8218,8394,8642,8845,9137,9350,9590,9811,10022,10327,10421,10653,10850,10966,11360,11577,11800,11984,12128,12295,12465,12826,13072,13353,13524,13791
